id,quantity,author,title,publisher,category_id
8244,42,Len Deighton,"The Ipcress File (Secret File, #1)",Wiley,3
8245,13,"Marion Cunningham, Fannie Merritt Farmer, Archibald Candy Corporation",The Fannie Farmer Cookbook: Anniversary,Penguin Random House,9
8246,22,بهاء طاهر,واحة الغروب,HarperCollins,2
8247,11,Keary Taylor,"Branded (Fall of Angels, #1)",Scholastic,4
8248,68,Flann O'Brien,The Third Policeman,HarperCollins,9
8249,43,Alexander McCall Smith,"Tea Time for the Traditionally Built (No. 1 Ladies' Detective Agency, #10)",Simon & Schuster,11
8250,36,Erin Hunter,"Starlight (Warriors: The New Prophecy, #4)",Springer,10
8251,14,Suzanne Wright,"Feral Sins (The Phoenix Pack, #1)",Penguin Random House,11
8252,56,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",Tintin in the Land of the Soviets (Tintin #1),Springer,2
8253,47,Kathy Reichs,"Flash and Bones (Temperance Brennan, #14)",Simon & Schuster,3
8254,28,Ottessa Moshfegh,Eileen,HarperCollins,12
8255,48,J.D. Robb,"Creation in Death (In Death, #25)",Pearson,4
8256,7,Anna Dewdney,Llama Llama Mad at Mama,Springer,3
8257,41,Karin Slaughter,Cop Town,Scholastic,5
8258,9,"Nicholas Ganz, Tristan Manco",Graffiti World: Street Art from Five Continents,Oxford University Press,7
8259,17,Ed Young,Lon Po Po: A Red-Riding Hood Story from China,Wiley,7
8260,63,Anita Amirrezvani,The Blood of Flowers,Penguin Random House,4
8261,278,E. Nesbit,"Five Children and It (Five Children, #1)",Penguin Random House,7
8262,5,Essam Youssef,2 ضباط,Oxford University Press,5
8263,63,Clive Cussler,"Flood Tide (Dirk Pitt, #14)",Scholastic,11
8264,22,Victoria Schwab,"This Savage Song (Monsters of Verity, #1)",Oxford University Press,2
8265,30,"L.J. Smith, Kevin Williamson, Julie Plec","Bloodlust (The Vampire Diaries: Stefan's Diaries, #2)",Simon & Schuster,3
8266,26,Nalini Singh,Branded by Fire (Psy-Changeling #6),Macmillan Publishers,7
8267,18,Morgan Matson,The Unexpected Everything,Wiley,4
8268,33,"Anne Rampling, Anne Rice",Exit to Eden,Oxford University Press,10
8269,11,"Mary-Jane Knight, Rick Riordan",Percy Jackson & the Olympians:  The Ultimate Guide,Pearson,6
8270,41,G. Willow Wilson,Alif the Unseen,HarperCollins,4
8271,22,"Robert Foster, J.R.R. Tolkien",The Complete Guide to Middle-Earth,Springer,8
8272,52,Lucinda Riley,The Orchid House,Macmillan Publishers,12
8273,9,Amy Harmon,"The Bird and the Sword (The Bird and the Sword Chronicles, #1)",Scholastic,1
8274,55,Terry Brooks,"The Black Unicorn (Magic Kingdom of Landover, #2)",Penguin Random House,12
8275,272,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",The Awakening and Selected Stories,Simon & Schuster,10
8276,41,Uwem Akpan,Say You're One of Them,Hachette Livre,5
8277,41,Elly Griffiths,"The Crossing Places (Ruth Galloway, #1)",HarperCollins,5
8278,18,Roland Smith,Peak (Peak #1),Springer,7
8279,94,"Henning Mankell, Ebba Segerberg","One Step Behind  (Kurt Wallander, #7)",Pearson,4
8280,75,Frederick Forsyth,The Devil's Alternative,Macmillan Publishers,12
8281,14,Alice Hoffman,Faithful,Oxford University Press,3
8282,13,C.J. Sansom,"Sovereign (Matthew Shardlake, #3)",Simon & Schuster,7
8283,51,Sandra Brown,Envy,Wiley,3
8284,14,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",Batman and Son,Hachette Livre,9
8285,22,Harold McGee,On Food and Cooking: The Science and Lore of the Kitchen,Penguin Random House,10
8286,15,"Michael Buckley, Peter Ferguson","Magic and Other Misdemeanors (The Sisters Grimm, #5)",Hachette Livre,2
8287,25,Maya Banks,"In Bed with a Highlander (McCabe Trilogy, #1)",Hachette Livre,7
8288,52,William Styron,The Confessions of Nat Turner,Macmillan Publishers,8
8289,26,Jodee Blanco,Please Stop Laughing at Me... One Woman's Inspirational Story,Pearson,7
8290,18,Drew Karpyshyn,"Rule of Two (Star Wars: Darth Bane, #2)",Pearson,11
8291,7,Gemma Burgess,A Girl Like You,Macmillan Publishers,12
8292,5,Whitney G.,"Sincerely, Carter (Sincerely Carter, #1)",Oxford University Press,7
8293,14,John Scalzi,The Android's Dream,Simon & Schuster,4
8294,103,Isabel Allende,The Stories of Eva Luna,Hachette Livre,2
8295,25,Lama Surya Das,Awakening the Buddha Within: Tibetan Wisdom for the Western World,Hachette Livre,1
8296,8,Edie Claire,Long Time Coming,Penguin Random House,4
8297,19,Sara Zarr,Story of a Girl,Macmillan Publishers,12
8298,15,Lee Child,High Heat (Jack Reacher #17.5),Hachette Livre,9
8299,23,Kim van Alkemade,Orphan Number Eight,HarperCollins,12
8300,34,J.D. Robb,"Delusion in Death (In Death, #35)",Hachette Livre,6
8301,29,David Weber,"Field of Dishonor (Honor Harrington, #4)",Simon & Schuster,2
8302,27,David Byrne,How Music Works,Scholastic,7
8303,14,Mary Kay Andrews,Save the Date,Simon & Schuster,3
8304,50,Paul Auster,Oracle Night,Scholastic,2
8305,44,Jack Finney,"Time and Again (Time, #1)",Hachette Livre,7
8306,16,Heather Burch,One Lavender Ribbon,Hachette Livre,10
8307,38,"Nicky Cruz, Jamie Buckingham",Run Baby Run,Springer,2
8308,17,August Wilson,Fences (The Century Cycle #6),HarperCollins,2
8309,28,Richard Wurmbrand,Tortured for Christ N/E,Hachette Livre,7
8310,8,Lynda Cohen Loigman,The Two-Family House,Oxford University Press,10
8311,52,C.S. Lewis,Miracles,Scholastic,7
8312,30,"Daniel Coyle, John Farrell","The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",Hachette Livre,7
8313,28,Elizabeth Little,Dear Daughter,Wiley,12
8314,5,Carrie Anne Noble,The Mermaid's Sister,Scholastic,8
8315,75,P.G. Wodehouse,"The Inimitable Jeeves (Jeeves, #2)",HarperCollins,4
8316,36,"Margaret Weis, Tracy Hickman","Dragons of Summer Flame (Dragonlance: The Second Generation, #2)",Pearson,9
8317,64,Tom Rob Smith,"The Secret Speech (Leo Demidov, #2)",Macmillan Publishers,12
8318,27,Carl Hiaasen,"Star Island (Skink, #6)",Pearson,12
8319,44,China Miéville,Un Lun Dun,Wiley,8
8320,28,"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 5: Whiteout (Death Note, #5)",Scholastic,12
8321,37,Richard Castle,"Heat Rises (Nikki Heat, #3)",Wiley,3
8322,26,David Simon,Homicide: A Year on the Killing Streets,Scholastic,2
8323,32,"Benedict Freedman, Nancy Freedman","Mrs. Mike (Mrs. Mike, #1)",HarperCollins,1
8324,13,Connor Franta,A Work in Progress,Oxford University Press,9
8325,22,Rene Denfeld,The Enchanted,HarperCollins,8
8326,49,Paul  Hoffman,"The Left Hand of God (The Left Hand of God, #1)",Macmillan Publishers,11
8327,31,Katie Cotugno,How to Love,Wiley,10
8328,22,Adam Gopnik,Paris to the Moon,HarperCollins,10
8329,40,Jenny Downham,You Against Me,Springer,10
8330,17,Ann M. Martin,A Dog's Life: The Autobiography of a Stray,Oxford University Press,9
8331,17,Tamora Pierce,"The Will of the Empress (Circle Reforged, #1)",Pearson,8
8332,32,"Tyler Hamilton, Daniel Coyle","The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs",Scholastic,6
8333,127,Ian Fleming,"Doctor No (James Bond, #6)",Scholastic,5
8334,70,"Isabel Allende, Oliver Brock, Frank Wynne",Ripper,Springer,9
8335,43,Samad Behrangi,ماهی سیاه کوچولو,Simon & Schuster,12
8336,50,Robertson Davies,Fifth Business,Penguin Random House,9
8337,8,"Alan    Richardson, Karen Tack","Hello, Cupcake",HarperCollins,5
8338,12,Larry Correia,"Monster Hunter Vendetta (Monster Hunter International, #2)",Oxford University Press,6
8339,78,Maeve Binchy,Nights of Rain and Stars,Oxford University Press,2
8340,25,Lincoln Peirce,"Big Nate on a Roll (Big Nate Novels, #3)",HarperCollins,8
8341,27,Catherine Bybee,"Wife by Wednesday (The Weekday Brides, #1)",Simon & Schuster,10
8342,8,"Dick Riley, Pam McAllister, Bruce Cassiday","The New Bedside, Bathtub and Armchair Companion to Agatha Christie",Penguin Random House,3
8343,8,L.A. Casey,"Dominic (Slater Brothers, #1)",Springer,1
8344,24,Kresley Cole,"Shadow's Claim (Immortals After Dark, #13; The Dacians, #1)",Pearson,7
8345,13,Kelly Corrigan,Glitter and Glue,Wiley,12
8346,83,"Walter Lord, Nathaniel Philbrick",A Night to Remember,Scholastic,12
8347,25,Brady Udall,The Lonely Polygamist,HarperCollins,1
8348,30,Carl Hiaasen,Stormy Weather,Simon & Schuster,1
8349,32,"Richard Russo, Arthur Morey",That Old Cape Magic,Wiley,3
8350,17,Maya Banks,"The Darkest Hour (KGI, #1)",HarperCollins,2
8351,36,Donald Ray Pollock,The Devil All the Time,Macmillan Publishers,3
8352,75,Saroo Brierley,A Long Way Home,Scholastic,1
8353,41,Erin Hunter,"Twilight (Warriors: The New Prophecy, #5)",HarperCollins,10
8354,100,Orhan Pamuk,Istanbul: Memories and the City,HarperCollins,6
8355,20,"Clare Naylor, Mimi Hare",The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,Oxford University Press,5
8356,311,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",Martin Chuzzlewit,Scholastic,2
8357,42,John Marsden,"Darkness, Be My Friend (Tomorrow, #4)",Macmillan Publishers,6
8358,7,Stephen King,UR,HarperCollins,12
8359,37,James A. Michener,Tales of the South Pacific,Scholastic,6
8360,64,V.S. Naipaul,A Bend in the River,Oxford University Press,8
8361,16,Matthew Desmond,Evicted: Poverty and Profit in the American City,Scholastic,6
8362,13,Sarah J. Maas,"The Assassin and the Empire (Throne of Glass, #0.5)",Simon & Schuster,8
8363,11,Abbi Glines,"Misbehaving (Sea Breeze, #6)",Pearson,11
8364,21,Genevieve Cogman,"The Invisible Library (The Invisible Library, #1)",Wiley,2
8365,42,Anne Tyler,Saint Maybe,Springer,12
8366,33,"Marjane Satrapi, Anjali Singh",Embroideries,Hachette Livre,8
8367,13,Mary Downing Hahn,Deep and Dark and Dangerous (A Ghost Story),Penguin Random House,6
8368,19,"Melissa Anelli, J.K. Rowling","Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon",Macmillan Publishers,11
8369,35,Francisco X. Stork,Marcelo in the Real World,Oxford University Press,9
8370,25,Stephen King,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix",Springer,8
8371,3,Tere Liye,Daun Yang Jatuh Tak Pernah Membenci Angin,Oxford University Press,5
8372,34,Brandon Sanderson,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",Simon & Schuster,6
8373,14,Jeffrey Brown,Darth Vader and Son,Simon & Schuster,12
8374,24,Daniel C. Dennett,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Penguin Random House,6
8375,52,Andrzej Sapkowski,"Pani Jeziora (Saga o Wiedźminie, #7)",Scholastic,9
8376,32,C.J. Box,"Open Season (Joe Pickett, #1)",Simon & Schuster,10
8377,18,Shannon Hale,"Palace of Stone (Princess Academy, #2)",Oxford University Press,5
8378,52,Jill Alexander Essbaum,Hausfrau,Springer,8
8379,10,Amanda Brown,Legally Blonde,Macmillan Publishers,7
8380,28,Susan Dennard,"Truthwitch (The Witchlands, #1)",Macmillan Publishers,4
8381,40,Gavin Menzies,1421: The Year China Discovered America,Wiley,4
8382,7,"Hope Larson, Madeleine L'Engle",A Wrinkle in Time: The Graphic Novel,Wiley,11
8383,37,Nora Ephron,Heartburn,Pearson,2
8384,50,Liza Klaussmann,Tigers in Red Weather,Springer,12
8385,90,Ken Follett,Hornet Flight,Wiley,4
8386,93,"Henning Mankell, Laurie Thompson","The White Lioness (Kurt Wallander, #3)",Springer,9
8387,30,"Margaret Weis, Tracy Hickman","Elven Star (The Death Gate Cycle, #2)",Springer,8
8388,20,Sherman Alexie,Flight,Wiley,5
8389,62,"Ludwig Wittgenstein, G.E.M. Anscombe",Philosophical Investigations,Springer,2
8390,18,Carrie Jones,"Endure (Need, #4)",Penguin Random House,9
8391,16,Claire Contreras,"Kaleidoscope Hearts (Hearts, #1)",Pearson,8
8392,60,Bernard Cornwell,"Enemy of God (The Warlord Chronicles, #2)",HarperCollins,11
8393,9,Harper Sloan,"Cage (Corps Security, #2)",Oxford University Press,11
8394,10,Tarryn Fisher,Mud Vein,Hachette Livre,6
8395,8,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,Hachette Livre,1
8396,35,James Rollins,Ice Hunt,Scholastic,6
8397,17,Laurell K. Hamilton,"Strange Candy (Anita Blake, Vampire Hunter #0.5)",Hachette Livre,6
8398,60,Jeffrey Archer,First Among Equals,Springer,1
8399,63,Stephen Hawking,Black Holes and Baby Universes,Hachette Livre,2
8400,21,Stephen R. Donaldson,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",Scholastic,6
8401,24,Nalini Singh,"Archangel's Blade (Guild Hunter, #4)",Scholastic,7
8402,83,Will Durant,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Macmillan Publishers,3
8403,37,Elaine Pagels,The Gnostic Gospels,Hachette Livre,4
8404,54,Jonathan Tropper,How to Talk to a Widower,Simon & Schuster,5
8405,276,Edgar Rice Burroughs,"The Gods of Mars (Barsoom, #2)",Hachette Livre,5
8406,32,"Vince Flynn, Kyle Mills, Armand Schultz","The Survivor (Mitch Rapp, #14)",Springer,4
8407,24,Nalini Singh,Kiss of Snow (Psy-Changeling #10),Penguin Random House,6
8408,17,Roxane Gay,An Untamed State,Springer,4
8409,38,Tim Winton,Breath,Springer,7
8410,6,American Psychiatric Association,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR,Oxford University Press,5
8411,40,Laurie R. King,"A Monstrous Regiment of Women (Mary Russell, #2)",Wiley,7
8412,38,Orson Scott Card,"Alvin Journeyman (Tales of Alvin Maker, #4)",Wiley,2
8413,28,Elizabeth Wein,"Rose Under Fire (Code Name Verity, #2)",Simon & Schuster,5
8414,16,"Kiyohiko Azuma, あずま きよひこ","Yotsuba&!, Vol. 01 (Yotsuba&! #1)",Penguin Random House,7
8415,59,"Black Elk, John G. Neihardt",Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Pearson,3
8416,46,Ben Mezrich,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal",Simon & Schuster,11
8417,59,Jeffery Deaver,"The Sleeping Doll (Kathryn Dance, #1)",Scholastic,9
8418,28,Christine Feehan,"Dark Legend (Dark, #8)",Hachette Livre,5
8419,24,"Jeph Loeb, Jim Lee, Scott Williams","Batman: Hush, Vol. 1",Simon & Schuster,6
8420,30,Heather Gudenkauf,One Breath Away,HarperCollins,10
8421,48,Greg Iles,The Devil's Punchbowl,Hachette Livre,8
8422,14,Sara Ryan,"Empress of the World (Battle Hall Davies, #1)",Pearson,12
8423,9,Jim Butcher,"Welcome to the Jungle (The Dresden Files, #0.5)",Wiley,3
8424,37,Connie Willis,"Blackout (All Clear, #1)",Simon & Schuster,3
8425,11,Bella Forrest,"A Blaze of Sun (A Shade of Vampire, #5)",Pearson,9
8426,15,Alice Hoffman,The Red Garden,Wiley,1
8427,25,Jean de Brunhoff,Babar the King,Scholastic,4
8428,14,Gordon Korman,Ungifted,Penguin Random House,4
8429,18,Michael Frayn,Noises Off,Simon & Schuster,1
8430,55,Harlan Coben,The Final Detail (Myron Bolitar #6),Pearson,11
8431,34,Dan Simmons,"Olympos (Ilium, #2)",Pearson,9
8432,31,Tom Standage,A History of the World in 6 Glasses,Macmillan Publishers,2
8433,8,Karen   White,The Sound of Glass,Pearson,6
8434,37,Robert Hicks,The Widow of the South,Oxford University Press,12
8435,17,Jennifer L. Armentrout,Obsession,Wiley,6
8436,14,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",Courageous,Simon & Schuster,8
8437,50,"Kate DiCamillo, Yoko Tanaka",The Magician's Elephant,Wiley,3
8438,44,Anne Tyler,Back When We Were Grownups,HarperCollins,9
8439,81,James Joyce,The Dead,Wiley,2
8440,7,"محمد المنسي قنديل, Mohamed Mansi Qandil",قمر على سمرقند,Simon & Schuster,6
8441,8,Aleatha Romig,"Convicted (Consequences, #3)",Oxford University Press,6
8442,29,Bree Despain,"The Lost Saint (The Dark Divine, #2)",Simon & Schuster,4
8443,49,Dean Koontz,Relentless,HarperCollins,1
8444,46,Stephen R. Lawhead,"Taliesin (The Pendragon Cycle, #1)",Scholastic,7
8445,32,Carl Hiaasen,Basket Case,HarperCollins,1
8446,3,حسن كمال,المرحوم,Hachette Livre,5
8447,33,Orson Scott Card,"The Memory of Earth (Homecoming, #1)",HarperCollins,6
8448,11,Dolen Perkins-Valdez,Wench,Hachette Livre,3
8449,25,Karen Chance,"Curse the Dawn (Cassandra Palmer, #4)",Wiley,2
8450,35,Beth Moore,Praying God's Word: Breaking Free From Spiritual Strongholds,Pearson,7
8451,43,Michael Ondaatje,In the Skin of a Lion,Pearson,1
8452,10,Jodi Picoult,Where There's Smoke,Oxford University Press,12
8453,53,"Jack Welch, John A. Byrne, Mike Barnicle",Jack: Straight from the Gut,Scholastic,12
8454,16,Shel Silverstein,The Missing Piece Meets the Big O ,Wiley,10
8455,85,"Milan Kundera, Aaron Asher",Life is Elsewhere,Simon & Schuster,4
8456,36,Anna Quindlen,Blessings,Wiley,9
8457,20,Gena Showalter,"Wicked Nights (Angels of the Dark, #1)",Oxford University Press,9
8458,9,Pittacus Lore,"Six's Legacy (Lorien Legacies: The Lost Files, #1)",Scholastic,6
8459,19,Mercedes Lackey,Magic's Promise (Valdemar: Last Herald-Mage #2),HarperCollins,8
8460,16,Lisa Scottoline,Most Wanted,HarperCollins,2
8461,23,Meg Cabot,"Underworld (Abandon, #2)",Wiley,3
8462,8,Mark Bittman,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,Wiley,7
8463,53,Rosamunde Pilcher,Coming Home,Simon & Schuster,5
8464,34,"Tim LaHaye, Jerry B. Jenkins","Glorious Appearing: The End of Days (Left Behind, #12)",Macmillan Publishers,8
8465,2,خالد الباتلي,ليتها تقرأ,HarperCollins,12
8466,23,John Sandford,"Silken Prey (Lucas Davenport, #23)",Pearson,12
8467,17,John Sandford,"Mad River (Virgil Flowers, #6)",Wiley,5
8468,48,Anita Brookner,Hotel du Lac,Springer,9
8469,32,Pat Barker,"The Ghost Road (Regeneration, #3)",HarperCollins,10
8470,344,Mark Twain,Pudd'nhead Wilson,Scholastic,11
8471,201,"Aristotle, Joe Sachs",Metaphysics,Hachette Livre,7
8472,25,Emily Murdoch,If You Find Me,Springer,6
8473,26,Carl Hiaasen,"Native Tongue (Skink, #2)",Pearson,4
8474,17,Sandra Dallas,The Persian Pickle Club,Simon & Schuster,12
8475,27,Rachel Vincent,"My Soul to Save (Soul Screamers, #2)",Wiley,6
8476,44,Jill Murphy,"The Worst Witch (Worst Witch, #1)",Hachette Livre,9
8477,21,"Cynthia Rylant, Stephen Gammell",The Relatives Came,Wiley,10
8478,40,Siri Hustvedt,What I Loved,Wiley,12
8479,2,Andrea Hirata,"Maryamah Karpov: Mimpi-mimpi Lintang (Tetralogi Laskar Pelangi, #4)",Springer,5
8480,9,Ellen Hopkins,Tilt,Simon & Schuster,8
8481,25,Todd J. McCaffrey,"Dragonheart (Pern, #21)",Simon & Schuster,12
8482,14,J.C. Reed,"Conquer Your Love (Surrender Your Love, #2)",Penguin Random House,2
8483,27,Brian Jacques,"Pearls of Lutra (Redwall, #9)",Springer,8
8484,71,"Ken Robinson, Lou Aronica",The Element: How Finding Your Passion Changes Everything,Oxford University Press,6
8485,22,Geraldine Brooks,The Secret Chord,Pearson,10
8486,10,Rick Riordan,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2),Macmillan Publishers,5
8487,18,Amy Harmon,A Different Blue,Oxford University Press,10
8488,13,Chuck Klosterman,Downtown Owl,Hachette Livre,8
8489,29,William C. Dietz,Halo: The Flood,Oxford University Press,3
8490,34,Terry Brooks,"Antrax (Voyage of the Jerle Shannara, #2)",Hachette Livre,12
8491,10,Billy Collins,Sailing Alone Around the Room: New and Selected Poems,Pearson,12
8492,21,Anna Carey,"Once (Eve, #2)",Pearson,12
8493,14,Samantha Young,"Into the Deep (Into the Deep, #1)",Simon & Schuster,6
8494,31,Lois McMaster Bujold,"Mirror Dance (Vorkosigan Saga, #8)",Oxford University Press,5
8495,23,"Jennifer Crusie, Bob Mayer",Agnes and the Hitman,HarperCollins,1
8496,35,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",Logicomix: An epic search for truth,Hachette Livre,4
8497,88,Laurent Binet,HHhH,Macmillan Publishers,2
8498,21,Kate Andersen Brower,The Residence: Inside the Private World of the White House,HarperCollins,10
8499,32,Jennifer L. Armentrout,"Stone Cold Touch (The Dark Elements, #2)",Springer,8
